2003,12,4,12631
2003,12,5,12180
2003,12,6,8247
2003,12,7,7383
2003,12,8,11708
2003,12,9,13001
2003,12,10,12739
2003,12,11,12502
2003,12,12,12484
2003,12,13,8303
2003,12,14,7462
2003,12,15,12319
2003,12,16,13649
2003,12,17,13454
2003,12,18,13865
2003,12,19,13693
2003,12,20,8953
2003,12,21,7657
2003,12,22,13249
2003,12,23,12939
2003,12,24,9272
2003,12,25,6744
2003,12,26,10431
2003,12,27,8785
2003,12,28,7763
2003,12,29,13125
2003,12,30,14700
2003,12,31,12540
